exercice,libelle_projet,pilier_predit,score_similarite,cluster_id
2024,Le taux de conversion de devises applicable pour l'apurement des soumissions d'enlèvement,Gouvernance,0.29323574900627136,0
2024,"direct, par les déclarations en détail de mise à la consommation est celui utilisé lors du bénéfice",Transformation structurelle,0.4060680866241455,0
2024,ARTICLE TREIZIÈME-Justification de l'origine des devises et de la situation fiscale de,Gouvernance,0.4100056290626526,0
2024,leur détenteur lors du franchissement des frontières,Gouvernance,0.39519989490509033,3
2024,"1. Lors du franchissement des frontières, les personnes physiques sont tenues de déclarer",Gouvernance,0.373013436794281,3
2024,"aux services des douanes compétents les sommes en ei;pèces, devises et Francs CFA",Gouvernance,0.44030463695526123,0
2024,"confondus, d'un montant supérieur à cinq millions de FCFA, conformément aux dispositions",Capital humain,0.27745532989501953,1
2024,réglementation des changes dans la CEMAC. Ils doivent en outre détenir les justificatifs de,Gouvernance,0.4753299355506897,3
2024,2. Les pièces à fournir pour justifier l'origine des fonds sont indiquées par un texte particulier,Autre,0.3303881287574768,0
2024,"3. En cas de non-production des justificatifs probants visés aux alinéas 1 et 2 ci-dessus, lesdits",Autre,0.15912826359272003,3
2024,"fonds sont saisis suivant procès-verbal de saisie par les services de douane, puis confisqués",Autre,0.2529744505882263,0
2024,"par décision du ministre chargé des finances et versés à la Banque centrale, après déduction",Gouvernance,0.4031972885131836,2
2024,d'office des amendes infligées par l'Administration des Douanes.,Gouvernance,0.3303663730621338,3
2024,ARTICLE QUATORZIÈME.-Organisation des contrôles mixtes,Gouvernance,0.393873929977417,2
2024,1. Lorsque des contrôles douaniers à posteriori exigent des compétences techniques,Gouvernance,0.4113500416278839,3
2024,"spécifiques, l'Administration des Douanes est habilitée à organiser des contrôles conjoints",Gouvernance,0.3883974254131317,2
2024,avec les autres administrations et entités publiques.,Gouvernance,0.6457175612449646,2
2024,2. Les modalités d'exercice desdits contrôles sont fixées par des textes particuliers.,Gouvernance,0.29843905568122864,3
2024,"3. Lorsque lesdits contrôles mixtes aboutissent à des amendes douanières, les personnels ·",Gouvernance,0.37689608335494995,3
2024,des autres administrations et entités visées à l'alincéa 1 bénéficient également de rétributions,Gouvernance,0.49568381905555725,3
2024,conformément à la réglementation douanière en vigueur.,Gouvernance,0.3732098340988159,3
2024,"ARTICLE QUINZIÈME.-Les dispositions des articles 7,8 bis, 8 ter, 18,1 8 ter, 18 quater, 18",Gouvernance,0.2683974802494049,3
2024,"bis, L 53, L 7w9, L 86, L 94 bis, L 94ter,L 94 quater, L 104, L 104ter, L 108, L 121 (nouveau),",Gouvernance,0.06781985610723495,1
2024,"L 125, L 145 du Code Général des Impôts, sont modifiées et/ou complétées ainsi qu'il suit:",Gouvernance,0.23889857530593872,3
2024,"directement par l'exercice de l'activité imposable au Cameroun, notamment:",Transformation structurelle,0.4462985098361969,2
2024,"Les frais généraux de toutes natures, les dépenses de personnel et de main-d'œuvre, les",Transformation structurelle,0.5244473218917847,0
2024,"dépenses relatives aux locaux, matériels et mobiliers, les frais divers et exceptionnels, les",Transformation structurelle,0.5340585112571716,0
2024,"primes d'assurance, les libéralités, dons et subventions;",Capital humain,0.4768625795841217,0
2024,"Toutefois, les charges ci-après sont traitées de la manière suivante:",Gouvernance,0.3168122172355652,3
2024,"d) Sous réserve des Conventions internationales, sont admises comme charges,",Gouvernance,0.46820011734962463,3
2024,• Les frais généraux de siège pour la part incombant aux opérations faites au,Transformation structurelle,0.30987823009490967,0
2024,"Cameroun et les rémunérations de certains services effectifs ( études,",Capital humain,0.4386034905910492,0
2024,"assistance technique, financière ou comptable) rendus aux entreprises",Transformation structurelle,0.46462270617485046,2
2024,camerounaises par les personnes physiques ou morales étrangères ou,Capital humain,0.3637707531452179,2
2024,bénéfice imposable avant déduction des frais en cause.,Transformation structurelle,0.37069857120513916,0
2024,"En cas de déficit, cette disposition s'applique sur les résultats du dernier",Transformation structurelle,0.28338855504989624,0
2024,"exercice bénéficiaire non prescrit. Toutefois, pour les entreprises en situation",Capital humain,0.3588024377822876,2
2024,"de déficit continu et les entreprises nouvelles en situation de déficit, la limitation",Transformation structurelle,0.43512630462646484,0
2024,s'applique sur le chiffre d'apffaires au taux de 1 %. En cas d'absence de chiffre,Autre,0.17148107290267944,0
2024,des charges annuelles exposées par l'entreprise.,Transformation structurelle,0.2579494118690491,0
2024,les pertes proprement dites constatées sur des éléments de l'actif immobilisé ou,Transformation structurelle,0.3215479850769043,0
2024,des pertes consécutives à un détournement commis par un associé ou un dirigeant,Développement régional,0.2782933712005615,2
2024,"de l'entreprise, ou lorsque celui-ci est imputable à une négligence des dirigeants",Transformation structurelle,0.37134110927581787,2
2024,"• des pertes consécutives au transfert du passif de la société dissoute, au profit de",Transformation structurelle,0.48656147718429565,0
2024,la société absorbante en cas de changement d'activités suite à une restructuration;,Transformation structurelle,0.5382187366485596,2
2024,sous réserve qu'elles ne résultent pas d'une négligence ou d'une imprudence manifeste,Autre,0.2786485552787781,2
2024,"du contribuable établie par les autorités ou les instances compétentes, les pertes relatives",Développement régional,0.48643505573272705,0
2024,"cent mille (100 000) F CFA, par opération, ne sont pas admises en déduction lorsqu'elles",Autre,0.328332781791687,1
2024,- les charges justifiées par des factures ne comprenant pas de Numéro,Autre,0.45709696412086487,0
2024,"d'identifiant Unique, à l'exception des factures des fournisseurs étrangers;",Transformation structurelle,0.33393603563308716,0
2024,- les charges justifiées par des factures délivrées en marge du système de suivi,Autre,0.36180612444877625,0
2024,de facturation électronique de l'administration fiscale;,Autre,0.42045858502388,0
2024,les charges relatives aux rémunérations de toutes natures versées aux,Transformation structurelle,0.3154626786708832,0
2024,professionnels libéraux exerçant en violation de la réglementation en vigueur,Gouvernance,0.34736400842666626,3
2024,- les charges relatives aux rémunérations de toutes natures versées aux,Développement régional,0.28655916452407837,0
2024,contribuables ne figurant pas à la date de la transaction sur le fichier des,Autre,0.4066847562789917,0
2024,contribuables actifs de l'administration fiscale.,Autre,0.45358389616012573,0
2024,par une personne physique ou morale domiciliée ou établie au Cameroun et liées aux,Capital humain,0.3442519009113312,2
2024,"territoire ou un État considéré comme un paradics fiscal, ne sont pas déductibles pour la",Autre,0.5552338361740112,0
2024,détermination de l'impôt sur les sociétés ou de l'impôt sur le revenu des personnes physiques,Transformation structurelle,0.45019471645355225,0
2024,"(3) Est considéré comme un paradis fiscal, un État ou un territoire dont le taux de",Gouvernance,0.3916513919830322,0
2024,l'impôt sur le revenu des personnes physiques ou morales est inférieur au tiers de celui,Autre,0.29237285256385803,0
2024,"pratiqué au Cameroun, ou un État ou un territoire considéré comme non coopératif en",Développement régional,0.4243573248386383,2
2024,matière de transparewnce et d'échanges d'informations à des fins fiscales par les,Gouvernance,0.5264074802398682,0
2024,instances internationales en charge de la promotion de la transparence et de l'échange,Gouvernance,0.5720489621162415,2
2024,déclaration des résultats obtenus dans leur exploitation au cours de la période servant de base,Transformation structurelle,0.4342130124568939,2
2024,le 15 mars pour les contribuables relevant de la structure en charge des grandes,Gouvernance,0.45685145258903503,0
2024,le 15 avril pour les contribuables relevant des centres des impôts des moyennes,Développement régional,0.37381649017333984,0
2024,entreprises et des centres spécialisés des impôts,Autre,0.42618849873542786,0
2024,le 15 mai pour les contribuables relevant des centres divisionnaires des impôts.,Développement régional,0.445707768201828,0
2024,Ladite déclaration est présentée conformément au système comptable OHADA.,Autre,0.3116362690925598,0
2024,entreprises qui sont sous la dépendance ou qui contrôlent d'autres entreprises au sens de,Transformation structurelle,0.49663257598876953,2
2024,"de transfert, par voie électronique, suivant le modèle établi par l'administration, dans le délai",Transformation structurelle,0.3454778790473938,2
2024,(2) La déclaration visée à l'alinéa 1er comprend notamment:,Gouvernance,0.3387564420700073,3
2024,"a. Des informations générales sur le groupe d'entreprises associées, notamment :",Transformation structurelle,0.38689082860946655,2
2024,iv. une liste des actifs incorporels détenus par le groupe et utilisés par l'entreprise,Autre,0.3294791281223297,2
2024,déclarante ainsi que la raison sociale de l'entreprise propriétaire ou copropriétaire de ces,Gouvernance,0.3410206437110901,2
2024,actifs et son État ou territoire de résidence fiscale ;,Développement régional,0.47153815627098083,0
2024,"b. Des informations spécifiques concernant l'entreprise déclarante, notamment :",Transformation structurelle,0.3811773657798767,2
2024,"montant des transactions, la raison sociale et l'État ou le territoire de résidence fiscale",Développement régional,0.4352632761001587,0
2024,des entreprises associées concernées par les transactions ainsi que des bénéficiaires,Transformation structurelle,0.3681974411010742,0
2024,"effectifs des paiements y relatifs, la méthode de détermination des prix de transfert",Développement régional,0.3329278826713562,0
2024,appliquée et lesw changements intervenus au cours de l'exercice;,Transformation structurelle,0.25661903619766235,2
2024,iv. un état récapitulatif des opérations réalisées avec les entreprises associées au sens,Transformation structurelle,0.47379788756370544,2
2024,un état récapitulatif des opérations réalisées avec les entreprises au sens,Transformation structurelle,0.4985230565071106,2
2024,transfert ou d'un rescrit fiscal conclu entre l'entreprise associée concernée par,Autre,0.39890092611312866,0
2024,l'opération et l'administration fiscale d'un autre Etat ou territoire.,Gouvernance,0.4991401433944702,0
2024,(3) Le défaut de dépôt dans le délai imparti de la déclaration annuelle sur les prix de,Autre,0.35480213165283203,0
2024,"transfert, ou le dépôt d'une déclaration incomplète ou non conforme entraîne",Autre,0.26450783014297485,3
2024,"les douze (12) mois suivant la clôture de l'exercice fiscal, par voie électronique, une",Autre,0.3106515109539032,0
2024,"déclaration pays par pays, selon un format établi par l'administration fiscale,",Gouvernance,0.4725343585014343,0
2024,comportant la répartition des bénéfices pays par pays du groupe d'entreprises,Transformation structurelle,0.5521681904792786,0
2024,multinationales auquel elle appartient et des données fiscales et comptables ainsi que,Transformation structurelle,0.47980695962905884,0
2024,des renseignements sur le lieu d'exercice de l'activité des entreprises du,Transformation structurelle,0.44700151681900024,2
2024,"a. elle dét!ent directement ou indirectement, une participation dans une ou plusieurs",Capital humain,0.2765570878982544,2
2024,"entrepnses de telle sorte qu'elle est tenue d'établir des états financiers consolidés,",Gouvernance,0.48021918535232544,0
2024,"conformément à la législation comptable en vigueur, ou serait tenue de le faire si",Autre,0.4066837728023529,0
2024,ses participations étaient cotées à la Bourse des Valeurs Mobilières de l'Afrique,Gouvernance,0.24894312024116516,2
2024,b. elle réalise un chiffre d'affaires annuel hors taxes consolidé supérieur ou égal à,Transformation structurelle,0.4286658763885498,0
2024,l'exercice précédant celui auquel la déclaration se rapporte ;,Gouvernance,0.2926321029663086,3
2024,"c. aucune autre entreprise ne détient, directement ou indirectement, dans l'entreprise",Autre,0.35245633125305176,2
2024,(2) Est également tenue de déposer la déclaration prévue par le présent article dans le,Gouvernance,0.31695207953453064,3
2024,"délai et selon les modalités et format susvisés, toute entreprise établie au Cameroun",Transformation structurelle,0.33561205863952637,2
2024,"a. �lie est détenue, directement ou indirectement, par une entreprise établie dans un",Gouvernance,0.33202552795410156,2
2024,Etat n'exigeant pas le dépôt de la déclaration pays. par pays mais qui serait tenue de,Autre,0.3961622416973114,3
2024,déposer cette déclaration si elle était établie au Cameroun,Transformation structurelle,0.30020272731781006,3
2024,"b. elle est détenue, directement ou indirectement, par une entreprise établie dans un",Transformation structurelle,0.3835459351539612,2
2024,lequel le Cameroun a conclu un accord d'échange de renseignements en matière,Gouvernance,0.29099351167678833,3
2024,"3) Est également tenue de déposer la déclaration prévue par le présent article, toute",Gouvernance,0.33124908804893494,3
2024,"entreprise établie au Cameroun détenue, directement ou indirectement, par une",Transformation structurelle,0.31967809796333313,2
2024,"entreprise établie dans un État figurant sur la liste prévue à l'alinéa 8 du présent article,",Transformation structurelle,0.37321093678474426,3
2024,qui est tenue de dépwoser une déclaration pays par pays en vertu de la législation en,Gouvernance,0.5002847909927368,3
2024,vigueur dans cet État ou qui serait tenue de déposer cette déclaration si elle était établie,Gouvernance,0.4439561367034912,3
2024,"au Cameroun, lorsqu'elle est informée par l'administration fiscale d'une défaillance",Gouvernance,0.33957716822624207,0
2024,systémique de l'État de résidence fiscale de l'entreprise qui la détient directement ou,Autre,0.4010031819343567,0
2024,"4) Une entreprise établie au Cameroun, autre que l'entité mère ultime d'un groupe",Transformation structurelle,0.34529823064804077,2
2024,"d'entreprises multinationales, n'est pas tenue de déposer la déclaration pays par pays",Gouvernance,0.37401074171066284,3
2024,"par le groupe d'entreprises multinationales, sous réserve que les conditions",Transformation structurelle,0.48247361183166504,2
2024,la juridiction de résidence fiscale de l'entité déclarante impose le dépôt d'une,Autre,0.38481223583221436,0
2024,déclaration pays par pays similaire à celle prévue par le présent article ;,Transformation structurelle,0.40374451875686646,3
2024,la juridiction de résidence fiscale de l'entité déclarante a conclu un accord,Autre,0.2997778058052063,0
2024,autorisant l'échange automatique des déclarations pays par pays avec le Cameroun,Gouvernance,0.34668102860450745,3
2024,qui est en vigueur à la date prévue pour le dépôt de la déclaration pays par pays ;,Gouvernance,0.3380184471607208,3
2024,la juridiction de résidence fiscale de l'entité déclarante n'a pas informé le Cameroun,Autre,0.3611758053302765,0
2024,la déclaration pays par pays est échangée par la juridiction de résidence fiscale de,Gouvernance,0.39817744493484497,0
2024,la juridiction de résidence fiscale de l'entité déclarante a été informée par l'entité,Développement régional,0.37640470266342163,0
2024,constitutive résidente à des fins fiscales dans sa juridiction que cette dernière a été,Développement régional,0.3824937641620636,0
2024,désignée par le groupe d'entreprises multinationales pour déposer la déclaration,Gouvernance,0.35388123989105225,3
2024,une notification de l'entité constitutive résidente à des fins fiscales au Cameroun a,Développement régional,0.31653743982315063,0
2024,"été reçue par l'administration fiscale, indiquant l'identité et la juridiction de",Gouvernance,0.33139532804489136,0
2024,groupe d'entreprises multinationales remplissent une ou plusieurs conditions visées,Transformation structurelle,0.46111437678337097,2
2024,"aux alinéas 2 et 3 du présent article, l'une d'entre elles peut être désignée par le groupe",Gouvernance,0.1884659230709076,2
2024,d'entreprises multinationales pour déposer la déclaration pays par pays prévue par le,Transformation structurelle,0.49843549728393555,2
2024,"présent article, sous réserve d'informer l'Administration fiscale que ce dépôt vise à",Autre,0.35443776845932007,0
2024,remplir l'obligation déclarative impartie à toutes les entreprises de ce groupe,Gouvernance,0.3173205256462097,2
2024,6) Le contenu de la déclaration pays par pays prévue par le présent article est fixé par,Gouvernance,0.41886046528816223,3
2024,7) La déclaration pays par pays prévue par le présent article peut faire l'objet d'un,Gouvernance,0.42662325501441956,3
2024,échange automatique avec les États ou les territoires ayant conclu avec le Cameroun,Transformation structurelle,0.3723992705345154,3
2024,8) La liste des États ayant conclu avec le Cameroun un accord autorisant l'échange,Transformation structurelle,0.31566372513771057,3
2024,"automatique de la déclaration pays par pays, précvue par le présent article, est fixée par",Gouvernance,0.42496874928474426,3
2024,"9) Le défaut de dépôt ou le dépôt de manière incomplète ou inexacte, dans le",Autre,0.3273587226867676,3
2024,"délai imparti, de la déclaration pays par pays entraine l'application d'une",Gouvernance,0.39707547426223755,3
2024,amende forfaitaire prévue à l'article L 104 (2) du LPF.,Gouvernance,0.259856641292572,3
2024,"les banques et établissements financiers, ainsi que les entreprises d'assurance et de",Gouvernance,0.46428757905960083,0
2024,"réassurance, sont tenus d'identifier la résidence fiscale de tous les titulaires de",Développement régional,0.24496109783649445,0
2024,"comptes financiers. Ils doivent également identifier, suivant les modalités requises, la",Autre,0.3849170207977295,0
2024,"résidence fiscale des personnes physiques qui contrôlent ces comptes, le cas échéant.",Autre,0.3548296391963959,0
2024,(2) Les institutions financières et organismes assimilés communiquent à,Gouvernance,0.5810719728469849,0
2024,"l'administration fiscale, au moyen d'une déclaration conforme au modèle prescrit par",Autre,0.47611483931541443,0
2024,"elle, tous les renseignements requis pour l'application des conventions conclues par le",Gouvernance,0.5162063837051392,2
2024,Cameroun permettant un échange automatique de renseignements sur les comptes,Gouvernance,0.24508357048034668,2
2024,financiers à des fins fiscales. Ils doivent également communiquer l'absence de,Autre,0.5442352294921875,0
2024,Cette déclaration contient notamment les renseignements relatifs à l'identification des,Gouvernance,0.33449363708496094,2
2024,"titulaires de comptes financiers et, le cas échéant, celle des personnes physiques qui",Gouvernance,0.36783409118652344,2
2024,"contrôlent ces derniers, ainsi que les renseignements financiers afférents à ces",Gouvernance,0.4258112907409668,2
2024,"comptes, y compris les revenus de capitaux mobiliers, les soldes des comptes, la valeur",Transformation structurelle,0.3843519687652588,0
2024,"de rachat des contrats d'assurance et de rente, des bons ou contrats de capitalisation",Gouvernance,0.4536110758781433,0
2024,"et placements de même nature, et le produit des cessions ou rachats d'actifs financiers.",Transformation structurelle,0.3882855474948883,0
2024,(3) Les institutions financières sont tenues de conserver les registres des actions,Gouvernance,0.43328040838241577,0
2024,"engagées pour satisfaire aux obligations mentionnées au présent article, ainsi que les",Gouvernance,0.36996930837631226,3
2024,"pièces justificatives, auto-certifications et autres éléments probants utilisés à cette fin,",Gouvernance,0.3248506784439087,3
2024,pendant une période de cinq (05) ans suivant la fin de la période au cours de laquelle,Transformation structurelle,0.2629619240760803,2
2024,elles doivent communiquer les renseignements requis.,Gouvernance,0.3288079798221588,2
2024,qui ouvrent des comptes financiers auprès des institutions financières sont tenues de,Autre,0.4273762106895447,0
2024,"remettre une auto-certification permettant d'établir leur résidence fiscale et, le cas",Capital humain,0.353050172328949,0
2024,"échéant, la résidence fiscale des personnes physiques qui les co",Transformation structurelle,0.3686618506908417,0
2024,pratique dont l'objectif principal ou l'un des objectifs principaux peut raisonnablement,Transformation structurelle,0.48682135343551636,2
2024,être considéré comme étant de se soustraire à une obligation imposée par les,Gouvernance,0.4043777883052826,3
2024,"d'application, lesdites dispositions s'appliquent comme si la personne n'avait pas",Autre,0.24630209803581238,3
2024,conclu le dispositif ou ne s'était pas livrée à la pratique.,Autre,0.23121555149555206,3
2024,"(2) La notion de ""dispositif' est définie comme tout arrangement, contrat, pratique,",Transformation structurelle,0.35393789410591125,2
2024,"transaction ou série de transactions, quelle qu'en soit la forme, ayant un ou plusieurs",Transformation structurelle,0.2410733550786972,2
2024,objectifs principaux dont l'un ou les objectifs principaux est de se soustraire à l'une des,Transformation structurelle,0.47640541195869446,2
2024,administrations fiscales des pays ayant conclu avec lec Cameroun des conventions,Gouvernance,0.45847490429878235,0
2024,permettant un échange automatique de renseignements sur les comptes financiers à,Gouvernance,0.273963987827301,0
2024,(2) Les communications de renseignements sont effectuées dans les conditions,Gouvernance,0.4271528720855713,2
2024,prévues par les conventions conclues avec les pays concernés.,Gouvernance,0.5238017439842224,3
2024,amende de 5 millions FCFA par comppte. Cette sanction s'applique également en cas de,Gouvernance,0.290321409702301,0
2024,"déclaration tardive, incomplète, insuffisante ou erronée.",Autre,0.2671869397163391,3
2024,(2) Les personnes physiques ou entités qui ne communiquent pas aux institutions,Capital humain,0.41386672854423523,2
2024,amende de 1 million FCFA par titulaire de compte. Le fait pour un titulaire de compte ou,Gouvernance,0.21232624351978302,1
2024,une personne physique qui le contrôle d'auto-certifier délibérément des,Capital humain,0.2085922211408615,2
2024,"renseignements erronés constitue un faux, passible des sanctions prévues par le Code",Gouvernance,0.2884814739227295,3
2024,sous la dépendance ou qui possèdent le contrôle d'entreprises situées au Cameroun ou hors,Transformation structurelle,0.42027080059051514,2
2024,transférés à ces dernières soit par voie de majoration ou de diminution des prix d'achat ou de,Transformation structurelle,0.43103522062301636,0
2024,"vente, soit par tout autre moyen, sont incorporés aux résultats de ces entreprises. Les",Transformation structurelle,0.42664116621017456,2
2024,bénéfices indirectement transférés sont déterminés par comparaison avec ceux qui auraient,Transformation structurelle,0.33922290802001953,0
2024,été réalisés en l'absence de liens de dépendance ou de contrôle.,Autre,0.2664288878440857,2
2024,article n'est pas exigée lorsque le transfert de bénéfices est effectué au profit d'entreprises qui,Autre,0.4029093086719513,0
2024,- soit soumises à un régime fiscal privilégié.,Autre,0.465408056974411,0
2024,"Sont considérées comme soumises à un régime fiscal privilégié dans un État ou un territoire,",Autre,0.4823925793170929,0
2024,"les entreprises qui n'y sont pas imposables, ou dont le montant de l'impôt sur le revenu est",Transformation structurelle,0.47649019956588745,0
2024,"inférieur de plus de la moitié à celui dont elles auraient été redevables au Cameroun, si elles",Transformation structurelle,0.16870251297950745,1
